miRNA	CD56_S4	CD14_S2	CD4_S4	CD14_S1	CD56_S1	CD19_S4	CD19_S3	CD19_S1	CD4_S3	CD14_S4	CD56_S3	CD56_S2	CD4_S1	CD19_S2	CD4_S2	CD14_S3
hsa-miR-4664-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1537-5p	8	51	14	78	13	0	5	4	1	94	7	12	2	3	1	74
hsa-miR-3064-3p	1	4	3	3	4	0	1	3	2	3	1	7	3	5	0	2
hsa-miR-6882-3p	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	2
hsa-miR-5004-5p	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1
hsa-miR-3920	2	0	0	0	0	1	0	1	0	1	3	0	1	0	0	0
hsa-miR-5581-3p	2	3	3	3	10	2	2	2	0	6	2	5	1	4	0	5
hsa-miR-3912-5p	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
hsa-miR-181d-3p	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1
hsa-miR-3145-5p	0	11	0	7	1	0	0	0	0	5	0	0	0	0	0	4
hsa-miR-4684-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-548d-3p	0	4	3	2	3	1	2	1	6	5	1	4	3	1	0	1
hsa-miR-548az-3p	1	2	1	2	0	0	1	2	1	1	1	4	0	0	0	5
hsa-miR-495-3p	4	3	0	2	6	5	1	1	1	4	3	6	4	1	0	0
hsa-miR-196a-1-3p	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
hsa-miR-323a-3p	7	13	10	23	14	15	3	8	0	36	20	17	13	5	0	6
hsa-miR-4645-5p	0	0	0	0	0	1	4	4	2	0	1	2	0	7	0	1
hsa-miR-6511a-3p	3	3	4	1	4	3	2	9	6	1	1	15	1	7	2	3
hsa-miR-2355-5p	8	64	18	54	17	5	6	11	4	78	34	24	12	5	1	42
hsa-miR-7160-3p	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3200-3p	3	2	0	1	2	0	0	0	1	2	2	6	2	0	1	3
hsa-miR-1914-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-147b-5p	2	24	2	20	6	0	1	2	0	17	6	10	0	0	0	12
hsa-miR-1185-5p	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
hsa-miR-449c-5p	3	27	1	14	2	0	1	1	0	15	1	1	1	1	0	31
hsa-miR-6885-3p	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1
hsa-miR-296-5p	7	1	0	0	9	1	3	1	1	0	3	10	1	2	2	0
hsa-miR-409-5p	1	0	2	0	3	2	0	1	0	8	0	8	2	2	0	3
hsa-miR-548ao-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-548c-5p	0	4	2	2	1	0	0	0	0	2	0	0	0	0	0	2
hsa-miR-449c-3p	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-1244	0	8	1	18	4	1	0	1	1	3	0	1	0	3	0	2
hsa-miR-496	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0
hsa-miR-770-5p	10	1	15	2	7	14	7	3	5	16	4	5	8	13	4	3
hsa-miR-4423-5p	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
hsa-miR-12125	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0
hsa-miR-4715-3p	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0
hsa-miR-548g-3p	0	1	0	3	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-224-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6779-3p	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-99a-3p	0	0	2	1	0	3	2	0	5	0	3	1	2	0	7	0
hsa-miR-34a-3p	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0
hsa-miR-6891-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6800-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4720-5p	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4745-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6730-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6879-3p	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
hsa-miR-155-3p	2	1	0	0	2	0	2	5	0	0	0	0	0	1	0	0
hsa-miR-642b-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6732-3p	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
hsa-miR-519a-2-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
hsa-miR-6072	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-367-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-1287-3p	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
hsa-miR-3191-5p	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-526b-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-10393-5p	0	2	0	1	4	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-10395-5p	3	0	13	0	2	21	4	4	1	1	5	3	5	13	3	1
hsa-miR-3136-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6851-3p	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2	0
hsa-miR-3160-5p	0	1	0	2	0	0	0	0	0	0	3	4	0	0	0	0
hsa-miR-487a-5p	2	1	0	0	1	1	0	0	0	2	1	2	0	0	0	0
hsa-miR-182-3p	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
hsa-miR-7107-3p	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
hsa-miR-3922-5p	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0
hsa-miR-6801-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7113-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3192-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-1323	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6736-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4712-5p	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0
hsa-miR-6810-3p	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-6716-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6727-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-18b-3p	4	4	3	0	11	2	2	2	1	4	5	14	0	5	1	2
hsa-miR-205-5p	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
hsa-miR-412-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4731-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-6861-3p	0	0	1	0	1	0	0	1	0	1	1	1	0	4	0	3
hsa-miR-6808-3p	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3177-5p	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-592	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
hsa-miR-3657	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1
hsa-miR-6755-3p	0	0	0	3	1	0	0	2	0	2	0	1	1	0	1	2
hsa-miR-4717-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-548as-5p	0	1	2	2	0	1	0	0	0	5	0	0	0	0	0	8
hsa-miR-548a-5p	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3133	0	0	0	0	2	1	3	4	1	0	1	3	1	1	1	1
hsa-miR-3617-5p	0	0	3	2	0	0	0	0	0	1	1	0	0	0	0	1
hsa-miR-4636	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0
hsa-miR-4668-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
hsa-miR-499b-3p	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0
hsa-miR-3129-3p	1	3	2	0	0	0	1	1	0	0	0	1	0	1	1	2
hsa-miR-548v	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
hsa-miR-548ba	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-548m	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-1255b-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-371b-3p	0	0	1	0	1	0	0	0	0	1	0	1	2	0	0	1
hsa-miR-34c-3p	0	0	0	1	0	0	0	0	2	0	0	0	5	0	1	1
hsa-miR-487a-3p	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0
hsa-miR-1185-1-3p	0	3	4	5	6	2	2	1	0	15	1	4	0	0	1	3
hsa-miR-5583-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
hsa-miR-433-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4798-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3925-3p	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6502-3p	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4708-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3688-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-103a-2-5p	5	34	8	32	15	0	4	7	5	14	5	6	9	7	8	20
hsa-miR-4781-5p	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0
hsa-miR-4680-5p	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0
hsa-miR-4524a-3p	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
hsa-miR-3145-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-10397-3p	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6746-3p	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
hsa-miR-5579-3p	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0
hsa-miR-5586-5p	0	4	1	4	1	0	0	0	0	3	1	0	0	0	0	2
hsa-miR-5588-3p	1	0	0	0	0	0	1	0	0	0	0	3	1	1	0	0
hsa-miR-4703-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-1185-2-3p	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
hsa-miR-4704-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3200-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6888-3p	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
hsa-miR-6836-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
hsa-miR-544a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-450a-1-3p	1	2	0	8	2	0	0	0	0	0	1	3	0	0	0	4
hsa-miR-4446-5p	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4787-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-7155-3p	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
hsa-miR-431-3p	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
hsa-miR-2054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-323b-3p	20	8	6	10	13	7	11	5	0	33	8	16	3	2	0	17
hsa-miR-6859-3p	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1
hsa-miR-3679-3p	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0
hsa-miR-200c-5p	0	1	0	2	0	0	2	0	0	3	0	1	0	0	0	1
hsa-miR-1227-3p	0	0	0	0	3	2	1	0	0	5	0	3	1	0	0	0
hsa-miR-517a-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-192-3p	0	2	0	0	6	3	1	1	4	1	1	8	2	2	4	1
hsa-miR-3124-3p	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1
hsa-miR-337-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
hsa-miR-4799-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-451b	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-548z	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4254	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-549a-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-130a-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-138-2-3p	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0
hsa-miR-128-2-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
hsa-miR-154-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-494-5p	0	1	0	1	1	0	0	0	0	2	0	0	1	1	0	0
hsa-miR-325	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-548as-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-605-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-513b-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3166	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3681-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-875-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-5584-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-380-3p	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-1236-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4744	1	0	1	1	3	0	0	0	0	1	2	0	0	0	0	0
hsa-miR-6867-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3606-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6864-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6781-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-653-5p	0	5	1	2	0	0	1	0	0	7	0	0	0	0	0	4
hsa-miR-510-3p	0	0	0	0	0	0	0	0	1	0	1	0	1	1	2	0
hsa-miR-6797-3p	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
hsa-miR-4769-3p	1	1	0	0	0	2	0	1	3	0	1	2	1	2	0	2
hsa-miR-4764-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-137-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-204-5p	3	0	0	1	2	2	2	0	0	1	4	0	2	0	0	0
hsa-miR-211-5p	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-10b-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6759-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-302f	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-450b-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4716-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6079	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-208b-5p	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0
